#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654 -128.021767117  -53.200485881   19.246435740
   -2.951193099   -3.141592654 -136.367458642  -33.955240077   21.398156216
   -2.760793544   -3.141592654 -140.861171842  -13.687399862   22.525786641
   -2.570393989   -3.141592654 -141.829759937    2.392784839   22.872532247
   -2.379994435   -3.141592654 -140.398907011   11.306014326   22.942466914
   -2.189594880   -3.141592654 -137.967750078   13.174394202   23.375986204
   -1.999195325   -3.141592654 -135.642891301   10.845248311   24.741709328
   -1.808795770   -3.141592654 -133.833174294    8.474280340   27.283198435
   -1.618396215   -3.141592654 -132.166982147    9.849499336   30.751589928
   -1.427996661   -3.141592654 -129.711846521   16.851094044   34.424333681
   -1.237597106   -3.141592654 -125.428131241   28.649544677   37.335344257
   -1.047197551   -3.141592654 -118.677450166   42.069001687   38.606059426
   -0.856797996   -3.141592654 -109.567896930   52.659073732   37.692999647
   -0.666398442   -3.141592654  -99.038019243   56.343357569   34.469756024
   -0.475998887   -3.141592654  -88.665064586   50.873361987   29.162621984
   -0.285599332   -3.141592654  -80.237094559   36.103132187   22.242231991
   -0.095199777   -3.141592654  -75.352653023   14.169915498   14.333105015
    0.095199777   -3.141592654  -75.018569688  -10.864355651    6.174497807
    0.285599332   -3.141592654  -79.317058966  -33.497986895   -1.448239045
    0.475998887   -3.141592654  -87.213938431  -47.696247716   -7.783201067
    0.666398442   -3.141592654  -96.614203607  -48.691573840  -12.238402848
    0.856797996   -3.141592654 -104.804582546  -35.191355939  -14.507995972
    1.047197551   -3.141592654 -109.283088327  -10.693430181  -14.666574888
    1.237597106   -3.141592654 -108.649832119   17.013097756  -13.160334939
    1.427996661   -3.141592654 -103.174054601   38.725248908  -10.649436162
    1.618396215   -3.141592654  -94.731093691   47.362902211   -7.762359136
    1.808795770   -3.141592654  -86.127733842   40.442822439   -4.866377492
    1.999195325   -3.141592654  -80.168358580   20.345851973   -1.993221257
    2.189594880   -3.141592654  -78.846823375   -7.125997410    1.055550809
    2.379994435   -3.141592654  -82.897376215  -34.906029093    4.484167533
    2.570393989   -3.141592654  -91.737183056  -56.485831260    8.320787821
    2.760793544   -3.141592654 -103.712919104  -67.327515903   12.337227406
    2.951193099   -3.141592654 -116.569425114  -65.715482317   16.124555750

   -3.141592654   -2.792526803 -119.648943233  -49.501820133   28.335751490
   -2.951193099   -2.792526803 -127.507808753  -32.530764375   30.147506117
   -2.760793544   -2.792526803 -131.918433619  -14.129311005   30.670470488
   -2.570393989   -2.792526803 -133.081210612    0.975189093   30.348598224
   -2.379994435   -2.792526803 -131.918826895   10.114769146   29.831040354
   -2.189594880   -2.792526803 -129.593606479   13.442512164   29.789179837
   -1.999195325   -2.792526803 -127.003852215   13.454778809   30.710812906
   -1.808795770   -2.792526803 -124.457162805   13.550144278   32.696968082
   -1.618396215   -2.792526803 -121.651374990   16.518242996   35.353657731
   -1.427996661   -2.792526803 -117.910536053   23.348639205   37.840261808
   -1.237597106   -2.792526803 -112.579137836   32.815160201   39.118212079
   -1.047197551   -2.792526803 -105.413398549   42.021877451   38.307159610
   -0.856797996   -2.792526803  -96.804355193   47.379949215   34.973812979
   -0.666398442   -2.792526803  -87.780674189   45.918294351   29.238837955
   -0.475998887   -2.792526803  -79.803083581   36.402917241   21.685562001
   -0.285599332   -2.792526803  -74.376394546   19.392977846   13.159313868
   -0.095199777   -2.792526803  -72.719529298   -2.652450233    4.579211674
    0.095199777   -2.792526803  -75.435401559  -25.760697104   -3.181320814
    0.285599332   -2.792526803  -82.253908219  -44.847540198   -9.397948478
    0.475998887   -2.792526803  -91.893009820  -54.551805567  -13.565083892
    0.666398442   -2.792526803 -102.152700660  -50.901097995  -15.483101180
    0.856797996   -2.792526803 -110.366743412  -33.373929166  -15.302653261
    1.047197551   -2.792526803 -114.209933146   -6.050056867  -13.489325585
    1.237597106   -2.792526803 -112.537302979   23.078652460  -10.690381631
    1.427996661   -2.792526803 -105.869207901   45.046420519   -7.513858188
    1.618396215   -2.792526803  -96.251218556   53.360008578   -4.321710688
    1.808795770   -2.792526803  -86.535625881   46.196871837   -1.136908428
    1.999195325   -2.792526803  -79.466431132   26.349887063    2.275251613
    2.189594880   -2.792526803  -76.938032196   -0.404629208    6.205690946
    2.379994435   -2.792526803  -79.629860825  -27.393890664   10.769106599
    2.570393989   -2.792526803  -86.996741810  -48.656211145   15.781328780
    2.760793544   -2.792526803  -97.516730284  -60.040057526   20.768326368
    2.951193099   -2.792526803 -109.110636633  -59.897644038   25.127433323

   -3.141592654   -2.443460953 -110.224662614  -45.461565794   24.995479225
   -2.951193099   -2.443460953 -117.539223754  -30.821064339   26.390974388
   -2.760793544   -2.443460953 -121.809071353  -14.231266522   26.703219844
   -2.570393989   -2.443460953 -123.090723880    0.008534929   26.341012931
   -2.379994435   -2.443460953 -122.107647827    9.372841811   25.828198080
   -2.189594880   -2.443460953 -119.827380441   13.832489863   25.636117787
   -1.999195325   -2.443460953 -117.017798092   15.388079256   26.031434673
   -1.808795770   -2.443460953 -113.975576944   16.705011560   26.955755613
   -1.618396215   -2.443460953 -110.535777318   19.783538090   27.992672576
   -1.427996661   -2.443460953 -106.294126648   25.050207096   28.440862850
   -1.237597106   -2.443460953 -100.927243404   31.248185651   27.529736967
   -1.047197551   -2.443460953  -94.468731795   36.066174660   24.704472150
   -0.856797996   -2.443460953  -87.428242606   36.950606383   19.848101286
   -0.666398442   -2.443460953  -80.745696447   32.013745348   13.341570785
   -0.475998887   -2.443460953  -75.612561327   20.770212802    5.940837655
   -0.285599332   -2.443460953  -73.167346440    4.045390401   -1.455906592
   -0.095199777   -2.443460953  -74.258132563  -15.885883936   -8.021736895
    0.095199777   -2.443460953  -79.182929566  -35.554224319  -13.131574649
    0.285599332   -2.443460953  -87.479680480  -50.514886528  -16.435913902
    0.475998887   -2.443460953  -97.799716110  -56.082779718  -17.859186311
    0.666398442   -2.443460953 -108.000646078  -48.891721910  -17.587495856
    0.856797996   -2.443460953 -115.576746227  -28.863984390  -16.010929775
    1.047197551   -2.443460953 -118.422774412   -0.268048589  -13.615913069
    1.237597106   -2.443460953 -115.616622344   29.071506657  -10.859163607
    1.427996661   -2.443460953 -107.839612582   50.662865499   -8.032564531
    1.618396215   -2.443460953  -97.192300668   58.611517111   -5.192435647
    1.808795770   -2.443460953  -86.475799613   51.562857209   -2.192358357
    1.999195325   -2.443460953  -78.323910430   32.446563330    1.192704902
    2.189594880   -2.443460953  -74.531015810    6.794738002    5.116730359
    2.379994435   -2.443460953  -75.750805658  -19.205094230    9.538419715
    2.570393989   -2.443460953  -81.511031001  -40.124105836   14.192336902
    2.760793544   -2.443460953  -90.448790121  -52.138250318   18.632031021
    2.951193099   -2.443460953 -100.676144588  -53.609574796   22.364355613

   -3.141592654   -2.094395102 -103.618539362  -42.185582231   14.277921569
   -2.951193099   -2.094395102 -110.456984980  -29.070163372   15.133859839
   -2.760793544   -2.094395102 -114.513457635  -13.660862831   15.416336175
   -2.570393989   -2.094395102 -115.754775275   -0.038094254   15.368516620
   -2.379994435   -2.094395102 -114.793346895    9.271797278   15.216519696
   -2.189594880   -2.094395102 -112.508833059   14.004926958   15.077831343
   -1.999195325   -2.094395102 -109.643490240   15.748199442   14.917625588
   -1.808795770   -2.094395102 -106.556534324   16.687185238   14.543085209
   -1.618396215   -2.094395102 -103.230591191   18.427122807   13.647756861
   -1.427996661   -2.094395102  -99.461635043   21.279591224   11.882521620
   -1.237597106   -2.094395102  -95.107640861   24.314896563    8.980573369
   -1.047197551   -2.094395102  -90.280105480   25.950620462    4.893949381
   -0.856797996   -2.094395102  -85.405440581   24.541182836   -0.127070796
   -0.666398442   -2.094395102  -81.181832832   18.906543458   -5.561570349
   -0.475998887   -2.094395102  -78.467426140    8.769551496  -10.754105141
   -0.285599332   -2.094395102  -78.079084883   -5.355586844  -15.105245466
   -0.095199777   -2.094395102  -80.640908189  -21.851696525  -18.217064943
    0.095199777   -2.094395102  -86.362401112  -37.994067748  -19.951689201
    0.285599332   -2.094395102  -94.824381829  -49.917400997  -20.421699309
    0.475998887   -2.094395102 -104.806312880  -53.271924222  -19.897334490
    0.666398442   -2.094395102 -114.333097918  -44.763115502  -18.711667672
    0.856797996   -2.094395102 -121.061618976  -24.186831702  -17.159557607
    1.047197551   -2.094395102 -123.010645198    4.427012551  -15.417814208
    1.237597106   -2.094395102 -119.328766675   33.569222309  -13.531253506
    1.427996661   -2.094395102 -110.709111141   55.049479888  -11.436149029
    1.618396215   -2.094395102  -99.215536667   63.165379751   -9.020540462
    1.808795770   -2.094395102  -87.589960735   56.595190604   -6.206140967
    1.999195325   -2.094395102  -78.416673956   38.147780674   -3.005726390
    2.189594880   -2.094395102  -73.473296775   13.137543821    0.466692161
