  -1.6803148953    1.5430958631    1.1903049749
  -0.6659976340   -1.9113514898    1.1903049749
  -3.4604713548   -0.7596091111    0.1403049749
  -3.1664786470   -0.7694200738   -0.9096950251
  -1.4214935382   -0.2570462161   -1.9596950251
   0.0263365376    0.0911827310    2.0516940067
   0.5513365376    1.0005094050    1.7703473547
  -0.4986634624    1.0005094050    1.7703473547
  -0.4986634624   -0.8181439429   -1.8669593412
   0.5513365376   -0.8181439429   -1.8669593412
   0.9307828887    1.9229584794    1.1282321813
  -0.0492171113    1.9229584794    1.1282321813
   2.1381926801    1.0742535837    0.4108223899
   1.8140162564    2.0719660262    0.4108223899
   0.9653113607    2.6885862266    0.4108223899
  -0.0837455833    2.6885862266    0.4108223899
  -0.9324504790    2.0719660262    0.4108223899
   2.4007828887    1.0742535837   -0.5691776101
   2.1381926801    2.0542535837   -0.5691776101
   1.4207828887    2.7716633751   -0.5691776101
   0.4407828887    3.0342535837   -0.5691776101
  -0.5392171113    2.7716633751   -0.5691776101
  -1.2566269027    2.0542535837   -0.5691776101
   2.1381926801    1.0742535837   -1.5491776101
   1.8140162564    2.0719660262   -1.5491776101
   0.9653113607    2.6885862266   -1.5491776101
  -0.0837455833    2.6885862266   -1.5491776101
  -0.9324504790    2.0719660262   -1.5491776101
   1.8140162564    0.0765411412   -1.5491776101
   1.4207828887    1.0742535837   -2.2665874015
   0.9307828887    1.9229584794   -2.2665874015
  -0.0492171113    1.9229584794   -2.2665874015
  -0.5392171113    1.0742535837   -2.2665874015
  -0.0492171113    0.2255486880   -2.2665874015
   0.9307828887    0.2255486880   -2.2665874015
   0.4407828887    1.0742535837   -2.5291776101
   0.8312334516   -0.8470628806    2.4051352275
   1.8112334516   -0.8470628806    2.1425450189
   1.3212334516    0.0016420151    2.1425450189
   0.3412334516    0.0016420151    2.1425450189
  -0.1487665484   -0.8470628806    2.1425450189
   0.3412334516   -1.6957677763    2.1425450189
   1.3212334516   -1.6957677763    2.1425450189
  -0.5419999161   -1.8447753231    1.4251352275
   0.3067049796   -2.4613955235    1.4251352275
   1.3557619236   -2.4613955235    1.4251352275
   2.2044668193   -1.8447753231    1.4251352275
  -0.1487665484   -2.5444726720    0.4451352275
   0.8312334516   -2.8070628806    0.4451352275
