#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  158
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  158
#! SET periodic_psi true
   -3.141592654   -3.141592654   44.930306600   41.553149151  -16.099346690
   -3.101825658   -3.141592654   46.536705462   38.466432192  -15.674331344
   -3.062058662   -3.141592654   48.020065450   35.490869125  -15.355160668
   -3.022291667   -3.141592654   49.392114500   32.586849522  -15.214013996
   -2.982524671   -3.141592654   50.639745081   29.593324584  -15.214693288
   -2.942757676   -3.141592654   51.780476199   26.460852392  -15.467920449
   -2.902990680   -3.141592654   52.778372171   22.953886829  -15.889889896
   -2.863223684   -3.141592654   53.618416718   19.292680282  -16.357714351
   -2.823456689   -3.141592654   54.322946594   15.596341944  -16.887012362
   -2.783689693   -3.141592654   54.895277486   12.253101727  -17.244416678
   -2.743922697   -3.141592654   55.311112293    8.938305001  -17.501833040
   -2.704155702   -3.141592654   55.610354781    5.971281603  -17.470325866
   -2.664388706   -3.141592654   55.789692758    3.053063704  -17.274498866
   -2.624621711   -3.141592654   55.869807508    0.630983847  -16.883206971
   -2.584854715   -3.141592654   55.849759197   -1.516491710  -16.384560378
   -2.545087719   -3.141592654   55.759565700   -3.404353643  -16.009852069
   -2.505320724   -3.141592654   55.588550107   -5.033355581  -15.652571429
   -2.465553728   -3.141592654   55.361171178   -6.414550100  -15.594170820
   -2.425786733   -3.141592654   55.092441763   -7.489462818  -15.837231042
   -2.386019737   -3.141592654   54.780672269   -8.386659953  -16.317815087
   -2.346252741   -3.141592654   54.436184790   -9.196643003  -16.923529734
   -2.306485746   -3.141592654   54.044664727   -9.840668279  -17.771800026
   -2.266718750   -3.141592654   53.631173473  -10.436033304  -18.473023881
   -2.226951754   -3.141592654   53.201789743  -10.794842966  -19.234709511
   -2.187184759   -3.141592654   52.770977490  -11.129108607  -19.825998512
   -2.147417763   -3.141592654   52.312545354  -11.206207894  -20.370534394
   -2.107650768   -3.141592654   51.860269537  -11.308088112  -20.842953990
   -2.067883772   -3.141592654   51.417387080  -11.072701356  -21.350245123
   -2.028116776   -3.141592654   50.982926904  -10.612546708  -21.800720063
   -1.988349781   -3.141592654   50.546384408  -10.176445684  -22.382572224
   -1.948582785   -3.141592654   50.160127624   -9.608648466  -22.951646342
   -1.908815790   -3.141592654   49.782481975   -8.857917197  -23.305656848
   -1.869048794   -3.141592654   49.433911680   -8.278781454  -23.668121691
   -1.829281798   -3.141592654   49.103352073   -7.894145689  -23.715969059
   -1.789514803   -3.141592654   48.801256176   -7.629464572  -23.553456179
   -1.749747807   -3.141592654   48.494248471   -7.588259494  -23.134825544
   -1.709980811   -3.141592654   48.193194050   -7.926229375  -22.659878921
   -1.670213816   -3.141592654   47.859338657   -8.438372320  -22.052676250
   -1.630446820   -3.141592654   47.492032801   -9.290570399  -21.774027419
   -1.590679825   -3.141592654   47.105433070   -9.983667142  -21.892913606
   -1.550912829   -3.141592654   46.682650871  -10.727399381  -22.514787827
   -1.511145833   -3.141592654   46.239083228  -11.242473955  -23.551667629
   -1.471378838   -3.141592654   45.777283845  -11.301340771  -25.094604984
   -1.431611842   -3.141592654   45.322617436  -11.278620190  -26.795829480
   -1.391844847   -3.141592654   44.869036662  -11.038677159  -28.637681004
   -1.352077851   -3.141592654   44.425634519  -11.182404300  -30.472295922
   -1.312310855   -3.141592654   43.950441837  -11.849094365  -32.014675407
   -1.272543860   -3.141592654   43.439198621  -13.474599223  -33.327913048
   -1.232776864   -3.141592654   42.838472486  -16.199748131  -34.401184065
   -1.193009868   -3.141592654   42.102556865  -19.952631626  -35.353720878
   -1.153242873   -3.141592654   41.209389266  -24.669208832  -36.295733389
   -1.113475877   -3.141592654   40.109863916  -30.054258976  -37.236718064
   -1.073708882   -3.141592654   38.787608592  -35.805750361  -38.270464420
   -1.033941886   -3.141592654   37.231577395  -41.569657923  -39.333060879
   -0.994174890   -3.141592654   35.453154557  -46.988014135  -40.360257555
   -0.954407895   -3.141592654   33.467005655  -51.928164134  -41.237849960
   -0.914640899   -3.141592654   31.298810815  -56.078187113  -41.812713958
   -0.874873904   -3.141592654   28.982063016  -59.381505001  -42.014730710
   -0.835106908   -3.141592654   26.543369468  -61.593206399  -41.802113245
   -0.795339912   -3.141592654   24.047705584  -62.969882716  -41.167568641
   -0.755572917   -3.141592654   21.517926535  -63.279270017  -39.959651289
   -0.715805921   -3.141592654   19.003848505  -62.490671198  -38.402210441
   -0.676038925   -3.141592654   16.539537000  -60.437377399  -36.414318527
   -0.636271930   -3.141592654   14.178672801  -57.276045706  -33.993264737
   -0.596504934   -3.141592654   11.968802507  -53.224764584  -31.314309257
   -0.556737939   -3.141592654    9.928798513  -48.281840168  -28.390182082
   -0.516970943   -3.141592654    8.099012806  -42.854550638  -25.338601564
   -0.477203947   -3.141592654    6.495918547  -37.268221734  -22.252496025
   -0.437436952   -3.141592654    5.113446706  -31.582763503  -19.124417956
   -0.397669956   -3.141592654    3.947945004  -26.065332293  -16.110465386
   -0.357902961   -3.141592654    2.997726290  -21.135378670  -13.246993651
   -0.318135965   -3.141592654    2.232655600  -16.711014687  -10.660611944
   -0.278368969   -3.141592654    1.629879159  -12.846137634   -8.309536336
   -0.238601974   -3.141592654    1.176239631   -9.748738887   -6.379866916
   -0.198834978   -3.141592654    0.833276158   -7.120294801   -4.787576370
   -0.159067982   -3.141592654    0.585116685   -4.954414187   -3.442040494
